"datacamp_id","academic_year","location","intern_status","intern_work_site","work_site_zip","organization","industry","total_hours_worked","dob","mailing_zip","median_household_income","labor_force_participation","unemployment_rate","ssi","cash_assistance","snap","all_families_below_poverty","educational_attainment_ba","female_headed_households","race","gender","high_school","title_i_school","frl","graduation_rate_of_hs","college_enrollment_of_hs","hs_zip_code","nsc_data_available","first_year_college_enrollment","first_year_college_type","first_year_college_state","student_quote"
"UADC1246","2014 - 2015","DC - Year Round High School Program","Active","Office of Congresswoman Eleanor Holmes Norton DC 2014-2015","20045","Office of Congresswoman Eleanor Holmes Norton","Government",134,"1997-06-25","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",0,NA,NA,NA,""
"UADC1117","2014 - 2015","DC - Year Round High School Program","Active","Department of Small and Local Business Development DC 2014-2015","20001","Department of Small and Local Business Development","Government",38,"1996-02-27","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","F","IDEA Public Charter School",0,0.59799,0.42,NA,"20019",0,NA,NA,NA,""
"UADC36","2014 - 2015","DC - Year Round High School Program","Active","Higher Achievement National Office DC 2013-2014","20006","Higher Achievement","Education",81,"1997-11-30","20010",65287,0.787,0.048,0.029,0.024,0.122,0.082,0.52,0.05,"Other","F","Cardozo Senior High School",1,0.992658,0.41,NA,"20009",0,NA,NA,NA,"Urban Alliance is a program that allows students the opportunity to get ahead of their peers when it comes to the professional work environment. The progeam also allows students to see from the adult perspective. "
"UADC653","2013 - 2014","Baltimore","Alumni","Habitat for Humanity BAL 2013-2014","21227","Habitat for Humanity of the Chesapeake","Non-profit",508,"1996-03-18","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"Black","F","Baltimore Talent Development High School",0,0.886,0.6923,0.292,"21217",1,NA,NA,NA,""
"UADC540","2013 - 2014","DC - Year Round High School Program","Alumni","AdvaMed DC 20013-2014","20004","AdvaMed","Healthcare",325,"1996-12-18","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","M","Roosevelt Senior High School",1,0.995434,0.62,NA,"20011",1,NA,NA,NA,""
"UADC812","2013 - 2014","Baltimore - YAIP","Alumni","A+ Neighborhood Homebuyers BAL YAIP 2013-2014","21229","A+ Neighborhood Homebuyers","Real Estate",312,"1994-08-27","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"Black","M","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC799","2013 - 2014","DC - Year Round High School Program","Alumni","World Bank- LCRRM 2013-2014","20433","World Bank Group","Government",NA,"1995-10-31","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Hispanic/Latino","M","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"Urban Alliance shaped me with who I am today. I learned the working experience and how to be professional. I was able to work I. The best job in the world. "
"UADC962","2013 - 2014","Chicago","Terminated Student - Self Removed","Senior Lifestyle CHI 2013-2014","60601","Senior Lifestyle","Real Estate",296,"1995-04-08","60608",35336,0.609,0.1,0.057,0.076,0.233,0.246,0.19,0.09,"Hispanic/Latino","F","Juarez Community Academy High School",1,0.969,0.9,0.46,"60608",0,NA,NA,NA,""
"UADC604","2013 - 2014","Chicago","Alumni","Chicago Transit Authority CHI 2013-2014","60661","Chicago Transit Authority","Government",521,"1996-03-11","60615",39055,0.641,0.098,0.07,0.029,0.187,0.174,0.534,0.089,"Black","F","Steinmetz College Prep",1,0.926,0.89,0.53,"60634",1,NA,NA,NA,"Urban Alliance was valuable because it prepared be for my future. They had a shoulder to cry on when I needed them the most. They helped me through high school making sure I was maintaining good grades and making sure I did what I needed to do to apply for college."
"UADC585","2013 - 2014","Chicago","Alumni","Boys and Girls Club of Chicago CHI 2013-2014","60607","Boys and Girls Club of Chicago","Non-profit",307,"1995-12-23","60636",26352,0.548,0.194,0.147,0.06,0.421,0.331,0.082,0.187,"Black","F","Wells Community Academy High School",1,0.94,0.71,0.49,"60622",1,NA,NA,NA,""
"UADC787","2013 - 2014","Chicago","Alumni","Walgreens CHI 2013-2014","60603","Walgreens","Other",506,"1995-05-14","60653",24968,0.616,0.153,0.123,0.044,0.363,0.359,0.265,0.203,"Black","F","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",1,NA,NA,NA,"[Urban Alliance is] a great opportunity for you to find your path if you still don't know. [It's] more like a fun/professional way of finding yourself!"
"UADC553","2013 - 2014","NCR","Alumni","Arlington County OEM NCR 2013-2014","22201","Arlington County Office of Emergency Management","Government",240,"1995-08-11","22204",76052,0.803,0.046,0.022,0.011,0.07,0.127,0.53,0.064,"Hispanic/Latino","F","Wakefield High School",0,0.4551,0.894,NA,"22206",1,NA,NA,NA,"You should atleast give the program a chance. Once you get to work, you'll enjoy every part of it and understand that everything that wa said at pre-work and workshop is used in everyway at work."
"UADC687","2013 - 2014","DC - Year Round High School Program","Alumni","LearnZillion DC 2013-2014","20009","LearnZillion","Education",610,"1996-08-04","20032",31184,0.58,0.155,0.112,0.121,0.375,0.34,0.141,0.222,"Black","F","Wilson Senior High School",0,0.295401,0.76,NA,"20016",1,NA,NA,NA,"Before Urban Alliance, I was struggling looking for jobs that would hire me. Urban Alliance provides me with the courage and stability that I am independent and responsible enough to take care of myself. Aside from making money, I was able to make great connections with those surrounding me. My mentors and program coordinators were more than just bosses to me. They have become lifelong backbones, friends and dependents that I know I can go to if not about work. "
"UADC597","2013 - 2014","Chicago","Alumni","Chicago Bulls CHI 2013-2014","60612","Chicago Bulls","Media & Entertainment",537,"1996-03-27","60707",55554,0.687,0.083,0.027,0.024,0.098,0.085,0.26,0.058,"Hispanic/Latino","M","Steinmetz College Prep",1,0.926,0.89,0.53,"60634",1,NA,NA,NA,"If you want to be ready for your future, Urban Alliance is the best first step to take. Not only will you get the training you need, but you will get a hands-on experience in a professional place while you get a paid!"
"UADC848","2013 - 2014","NCR","Alumni","Bloomberg BNA NCR 2014-2015","22202","Bloomberg BNA","Media & Entertainment",180,"1997-01-06","22206",98985,0.837,0.037,0.032,0.006,0.039,0.062,0.729,0.022,"Hispanic/Latino","F","Wakefield High School",0,0.4551,0.894,NA,"22206",0,NA,NA,NA,""
"UADC928","2013 - 2014","NCR","Terminated Student - Performance Based","Northern Virginia Legal Services NCR 2013-2014","22314","Northern Virginia Legal Services","Legal & Professional Services",19,"1996-07-08","22314",117037,0.773,0.03,0.023,0.013,0.039,0.077,0.764,0.034,"White","F","TC Williams Satellite Campus",0,NA,NA,NA,"22314",0,NA,NA,NA,""
"UADC960","2013 - 2014","DC - Year Round High School Program","Summer Program Alumni","Sasha Bruce Youthworks DC 2013-2014","20003","Sasha Bruce Youthworks","Non-profit",167,"1996-12-09","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Columbia Heights Educational Campus (CHEC/Bell)",0,0.794629,0.84,NA,"20010",0,NA,NA,NA,""
"UADC891","2013 - 2014","DC - Year Round High School Program","Terminated Student - Self Removed","Higher Achievement DC Metro 2013-2014","20002","Higher Achievement","Education",NA,"1996-01-22","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",0,NA,NA,NA,""
"UADC675","2013 - 2014","Chicago","Alumni","Johnson Publishing Company CHI 2013-2014","60604","Johnson Publishing","Media & Entertainment",535,"1996-07-26","60652",65330,0.665,0.083,0.04,0.026,0.124,0.102,0.203,0.106,"Black","F","Muchin College Prep",0,0.849,0.93,NA,"60602",1,NA,NA,NA,"UA is valuable because at a 17 or 18 year old, you get to work in a professional setting. Not too many people get to do that. I'm just glad that I was able to have this great opportunity that no other person could have."
"UADC654","2013 - 2014","Chicago","Alumni","Harpo CHI 2013-2014","60607","Harpo","Media & Entertainment",635,"1996-01-29","60617",38845,0.57,0.115,0.082,0.04,0.259,0.225,0.162,0.14,"Black","F","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",1,NA,NA,NA,"My experience with Urban Alliance was valuable because I learned things that I was not taught in school. I learned about professionalism in a work setting,how to manage my time and money and many more lessons that are beneficial for future success."
"UADC723","2013 - 2014","DC - Year Round High School Program","Alumni","New Leaders New Schools DC 2013-2014","21211","New Leaders","Education",446,"1996-06-13","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Booker T. Washington Public Charter School",1,0.38,0.49,NA,"20009",1,NA,NA,NA,"I've made great network connections and received life lessons that would stick to me forever. Thanks, Urban Alliance"
"UADC576","2013 - 2014","Chicago","Alumni","Bank of America-7131 S Stony Island-CHI 2013-2014","20005","Bank of America","Financial Services",456,"1995-01-27","60609",33630,0.628,0.138,0.087,0.133,0.341,0.265,0.105,0.124,"Black","M","Phillips High School",1,0.944,0.69,0.58,"60653",1,NA,NA,NA,""
"UADC999","2013 - 2014","DC - Year Round High School Program","Terminated Student - Self Removed","",NA,"","",43,"1996-12-04","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",0,NA,NA,NA,""
"UADC957","2013 - 2014","Baltimore - YAIP","Terminated Student - Performance Based","Reading Partners BAL YAIP Furman Templeton 2013-2014","21217","Reading Partners","Education",138,"1994-02-23","21239",51331,0.639,0.08,0.078,0.056,0.17,0.136,0.266,0.117,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC927","2013 - 2014","DC - Year Round High School Program","Summer Program Alumni","New Leaders New Schools DC 2013-2014","21211","New Leaders","Education",143,"1997-10-24","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Friendship Collegiate Academy",1,0.841357,0.92,NA,"20019",0,NA,NA,NA,"The experience I had with Urban Alliance was amazing. I was able to work in a professional setting & got an understanding of what life is like in the office."
"UADC706","2013 - 2014","DC - Year Round High School Program","Alumni","Marshall Heights Community Development Organization 2013-2014","20019","Marshall Heights Community Development Organization","Non-profit",251,"1996-09-15","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",1,NA,NA,NA,""
"UADC694","2013 - 2014","DC - Year Round High School Program","Alumni","Marriott DC Renaissance 2013-2014","20817","Marriott","Hospitality",105,"1996-01-03","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Thurgood Marshall Academy",1,0.646617,0.76,NA,"20020",1,NA,NA,NA,""
"UADC705","2013 - 2014","DC - Year Round High School Program","Alumni","Marshall Heights Community Development Organization 2013-2014","20019","Marshall Heights Community Development Organization","Non-profit",64,"1995-11-13","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",1,NA,NA,NA,""
"UADC614","2013 - 2014","Chicago","Alumni","closerlook, inc CHI 2013-2014","60654","closerlook, inc.","Healthcare",505,"1995-12-01","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Black","F","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"Urban Alliance has gave me confidence.They have gave me courage to go further and go to college."
"UADC731","2013 - 2014","DC - Year Round High School Program","Alumni","Office of Personnel Management CHCO 2013-2014","20240","Office of Personnel Management","Government",110,"1995-08-27","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Hispanic/Latino","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",1,NA,NA,NA,""
"UADC770","2013 - 2014","Chicago","Alumni","The Private Bank CHI 2013-2014","60603","The Private Bank","Financial Services",452,"1996-07-26","60623",28949,0.579,0.108,0.094,0.103,0.394,0.367,0.07,0.176,"Hispanic/Latino","F","Farragut Career Academy",1,0.969,0.78,0.43,"60623",1,NA,NA,NA,"It prepared me really well for working in a professional place. And was very understanding when it came to needing help on anything. They gave very good workshopd that people can use later in life."
"UADC547","2013 - 2014","DC - Year Round High School Program","Alumni","American Chemistry Council DC 2013-2014","20002","American Chemistry Council","Other",616,"1996-11-02","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",1,NA,NA,NA,""
"UADC714","2013 - 2014","Chicago","Alumni","Milhouse Engineering & Construction CHI 2013-2014","60605","Milhouse Engineering & Construction","Real Estate",506,"1996-08-02","60619",34977,0.592,0.141,0.09,0.046,0.306,0.227,0.231,0.151,"Black","M","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",1,NA,NA,NA,"I really enjoyed my internship experience because it was more than just a job it was a great learning experience."
"UADC907","2013 - 2014","DC - Year Round High School Program","Summer Program Alumni","Mayflower DC 2013-2014","20817","Marriott","Hospitality",138,"1997-11-05","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Friendship Collegiate Academy",1,0.841357,0.92,NA,"20019",0,NA,NA,NA,""
"UADC989","2013 - 2014","DC - Summer Program","Summer Program Alumni","World Bank MNCA5 2013-2014","20433","World Bank Group","Government",NA,"1997-11-27","20018",52317,0.606,0.109,0.096,0.061,0.22,0.119,0.279,0.084,"Black","F","Wilson Senior High School",0,0.295401,0.76,NA,"20016",0,NA,NA,NA,""
"UADC1","2013 - 2014","DC - DOES","Alumni","",NA,"","",NA,"1997-01-23","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",0,NA,NA,NA,""
"UADC583","2013 - 2014","Chicago","Alumni","BMO Harris Bank E 47 St CHI 2013-2014","60653","BMO Harris Bank","Financial Services",482,"1995-12-06","60636",26352,0.548,0.194,0.147,0.06,0.421,0.331,0.082,0.187,"Black","M","Phillips High School",1,0.944,0.69,0.58,"60653",1,NA,NA,NA,"Urban Alliance was valuable because it helped me get some work experience. Also my job site is taking me through the process of a [permanent] position so the internship may have helped me get a job."
"UADC948","2013 - 2014","Chicago","Terminated Student - Performance Based","Peoples Gas CHI 2013-2014","60601","Peoples Gas","Utilities",114,"1996-01-20","60644",26092,0.525,0.138,0.142,0.125,0.412,0.317,0.092,0.215,"Black","M","Marshall Metro High School",1,0.837,0.75,0.46,"60624",0,NA,NA,NA,""
"UADC898","2013 - 2014","Chicago","Terminated Student - Performance Based","Jenner & Block LLP CHI 2013-2014","60654","Jenner & Block LLP","Legal & Professional Services",38,"1995-09-22","60628",34472,0.532,0.127,0.116,0.066,0.314,0.247,0.168,0.141,"Black","F","Fenger Academy High School",1,0.962,0.82,0.41,"60628",0,NA,NA,NA,""
"UADC858","2013 - 2014","Chicago","Terminated Student - Performance Based","Chicago Transit Authority CHI 2013-2014","60661","Chicago Transit Authority","Government",206,"1996-02-08","60651",30971,0.543,0.109,0.16,0.062,0.359,0.32,0.099,0.176,"Black","F","Wells Community Academy High School",1,0.94,0.71,0.49,"60622",0,NA,NA,NA,""
"UADC938","2013 - 2014","Baltimore - YAIP","Alumni","OROSW BAL YAIP 2013-2014","21223","Operation Reach Out Southwest (OROSW)","Non-profit",229,"1994-03-08","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"","M","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC831","2013 - 2014","DC - Year Round High School Program","Terminated Student - Self Removed","Bank of America- DOWNTOWN SILVER SPRING DC 2013-2014","20005","Bank of America","Financial Services",139,"1996-04-09","20032",31184,0.58,0.155,0.112,0.121,0.375,0.34,0.141,0.222,"Black","F","Perry Street Prep",0,0.633129,0.68,NA,"20018",0,NA,NA,NA,""
"UADC952","2013 - 2014","Baltimore - YAIP","Alumni","Reading Partners BAL YAIP Furman Templeton 2013-2014","21217","Reading Partners","Education",330,"1993-09-11","21239",51331,0.639,0.08,0.078,0.056,0.17,0.136,0.266,0.117,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC919","2013 - 2014","DC - Year Round High School Program","Terminated Student - Performance Based","Metro TeenAIDS DC 2013-2014","20003","Metro TeenAIDS","Non-profit",NA,"1995-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black","M","Options Public Charter School",1,1,0.49,NA,"20002",0,NA,NA,NA,""
"UADC605","2013 - 2014","Chicago","Alumni","Chicagoland Chamber of Commerce CHI 2013-2014","60601","Chicagoland Chamber of Commerce","Non-profit",467,"1995-11-04","60634",55767,0.68,0.081,0.036,0.016,0.09,0.088,0.201,0.053,"Hispanic/Latino","F","Steinmetz College Prep",1,0.926,0.89,0.53,"60634",1,NA,NA,NA,"Urban Alliance has provided me with an experience that not many high school graduates have. It has prepared me for so much in life and learned so much."
"UADC917","2013 - 2014","DC - Year Round High School Program","Terminated Student - Self Removed","Metro TeenAIDS DC 2013-2014","20003","Metro TeenAIDS","Non-profit",50,"1995-05-14","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",0,NA,NA,NA,""
"UADC864","2013 - 2014","NCR","Terminated Student - Self Removed","Consumer Electronics Association NCR 2013-2014","22202","Consumer Electronics Association","Technology",107,"1996-09-01","22202",110092,0.789,0.013,0.011,0.003,0.022,0.026,0.828,0.006,"Black","F","Wakefield High School",0,0.4551,0.894,NA,"22206",0,NA,NA,NA,""
"UADC680","2013 - 2014","Chicago","Alumni","Katten Muchin Rosenman LLP CHI 2013-2014","60661","Katten Muchin Rosenman LLP","Legal & Professional Services",422,"1994-10-24","60609",33630,0.628,0.138,0.087,0.133,0.341,0.265,0.105,0.124,"Hispanic/Latino","M","Juarez Community Academy High School",1,0.969,0.9,0.46,"60608",1,NA,NA,NA,""
"UADC806","2013 - 2014","Baltimore","Alumni","Y of Central Maryland BAL AFYA 2013-2014","21213","Y of Central Maryland","Non-profit",247,"1995-11-30","21212",61912,0.69,0.06,0.054,0.046,0.129,0.08,0.532,0.097,"Hispanic/Latino","F","Northwestern High School",0,0.777,0.6049,0.346,"21215",1,NA,NA,NA,"The things I learned at Urban Alliance prepared me for how it would be like working in the professional world."
"UADC548","2013 - 2014","Chicago","Alumni","Aon CHI 2013-2014","60601","Aon","Financial Services",462,"1995-11-25","60619",34977,0.592,0.141,0.09,0.046,0.306,0.227,0.231,0.151,"Black","F","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",1,NA,NA,NA,"This program was valuable because it gives you the opportunity to work at a real job setting that's not the ideal job for a high school student. You can use this experience for applying to jobs after college, or even before then. Having a paid internship you're getting paid consistently so you learn financial responsibility. You need to know that for the rest of your life. Also, you make so many great connections at your job. If you keep those connections you can always use them."
"UADC558","2013 - 2014","DC - Year Round High School Program","Alumni","Aspen Institute DC 2013-2014","20036","Aspen Institute","Non-profit",311,"1996-08-09","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Woodson Senior High School",1,1,0.6,NA,"20019",1,NA,NA,NA,"UA is very helpful in giving tools when it comes to preparing for the real world. Being in this internship builds your resume and also gives you experience in a professional work setting."
